url,title,content
https://www.postgresql.org/docs/15/contrib.html,Appendix F. Additional Supplied Modules,"This appendix and the next one contain information regarding the modules that can be found in the contrib directory of the PostgreSQL distribution. These include porting tools, analysis utilities, and plug-in features that are not part of the core PostgreSQL system, mainly because they address a limited audience or are too experimental to be part of the main source tree. This does not preclude their usefulness. This appendix covers extensions and other server plug-in modules found in contrib . Appendix G covers utility programs. When building from the source distribution, these components are not built automatically, unless you build the ""world"" target (see Step 2 ). You can build and install all of them by running: make make install in the contrib directory of a configured source tree; or to build and install just one selected module, do the same in that module's subdirectory. Many of the modules have regression tests, which can be executed by running: make check before installation or make installcheck once you have a PostgreSQL server running. If you are using a pre-packaged version of PostgreSQL , these modules are typically made available as a separate subpackage, such as postgresql-contrib . Many modules supply new user-defined functions, operators, or types. To make use of one of these modules, after you have installed the code you need to register the new SQL objects in the database system. This is done by executing a CREATE EXTENSION command. In a fresh database, you can simply do CREATE EXTENSION module_name ; This command registers the new SQL objects in the current database only, so you need to run it in each database that you want the module's facilities to be available in. Alternatively, run it in database template1 so that the extension will be copied into subsequently-created databases by default. For all these modules, CREATE EXTENSION must be run by a database superuser, unless the module is considered “ trusted ” , in which case it can be run by any user who has CREATE privilege on the current database. Modules that are trusted are identified as such in the sections that follow. Generally, trusted modules are ones that cannot provide access to outside-the-database functionality. Many modules allow you to install their objects in a schema of your choice. To do that, add SCHEMA schema_name to the CREATE EXTENSION command. By default, the objects will be placed in your current creation target schema, which in turn defaults to public . Note, however, that some of these modules are not “ extensions ” in this sense, but are loaded into the server in some other way, for instance by way of shared_preload_libraries . See the documentation of each module for details."
https://www.postgresql.org/docs/15/install-windows.html,Chapter 18. Installation from Source Code onWindows,"It is recommended that most users download the binary distribution for Windows, available as a graphical installer package from the PostgreSQL website at https://www.postgresql.org/download/ . Building from source is only intended for people developing PostgreSQL or extensions. There are several different ways of building PostgreSQL on Windows . The simplest way to build with Microsoft tools is to install Visual Studio 2022 and use the included compiler. It is also possible to build with the full Microsoft Visual C++ 2013 to 2022 . In some cases that requires the installation of the Windows SDK in addition to the compiler. It is also possible to build PostgreSQL using the GNU compiler tools provided by MinGW , or using Cygwin for older versions of Windows . Building using MinGW or Cygwin uses the normal build system, see Chapter 17 and the specific notes in Section 17.7.4 and Section 17.7.2 . To produce native 64 bit binaries in these environments, use the tools from MinGW-w64 . These tools can also be used to cross-compile for 32 bit and 64 bit Windows targets on other hosts, such as Linux and macOS . Cygwin is not recommended for running a production server, and it should only be used for running on older versions of Windows where the native build does not work. The official binaries are built using Visual Studio . Native builds of psql don't support command line editing. The Cygwin build does support command line editing, so it should be used where psql is needed for interactive use on Windows ."
https://www.postgresql.org/docs/15/errcodes-appendix.html,Appendix A.PostgreSQLError Codes,"All messages emitted by the PostgreSQL server are assigned five-character error codes that follow the SQL standard's conventions for “ SQLSTATE ” codes. Applications that need to know which error condition has occurred should usually test the error code, rather than looking at the textual error message. The error codes are less likely to change across PostgreSQL releases, and also are not subject to change due to localization of error messages. Note that some, but not all, of the error codes produced by PostgreSQL are defined by the SQL standard; some additional error codes for conditions not defined by the standard have been invented or borrowed from other databases. According to the standard, the first two characters of an error code denote a class of errors, while the last three characters indicate a specific condition within that class. Thus, an application that does not recognize the specific error code might still be able to infer what to do from the error class. Table A.1 lists all the error codes defined in PostgreSQL 15.14. (Some are not actually used at present, but are defined by the SQL standard.) The error classes are also shown. For each error class there is a “ standard ” error code having the last three characters 000 . This code is used only for error conditions that fall within the class but do not have any more-specific code assigned. The symbol shown in the column “ Condition Name ” is the condition name to use in PL/pgSQL . Condition names can be written in either upper or lower case. (Note that PL/pgSQL does not recognize warning, as opposed to error, condition names; those are classes 00, 01, and 02.) For some types of errors, the server reports the name of a database object (a table, table column, data type, or constraint) associated with the error; for example, the name of the unique constraint that caused a unique_violation error. Such names are supplied in separate fields of the error report message so that applications need not try to extract them from the possibly-localized human-readable text of the message. As of PostgreSQL 9.3, complete coverage for this feature exists only for errors in SQLSTATE class 23 (integrity constraint violation), but this is likely to be expanded in future. Table A.1. PostgreSQL Error Codes Error Code Condition Name Class 00 — Successful Completion 00000 successful_completion Class 01 — Warning 01000 warning 0100C dynamic_result_sets_returned 01008 implicit_zero_bit_padding 01003 null_value_eliminated_in_set_function 01007 privilege_not_granted 01006 privilege_not_revoked 01004 string_data_right_truncation 01P01 deprecated_feature Class 02 — No Data (this is also a warning class per the SQL standard) 02000 no_data 02001 no_additional_dynamic_result_sets_returned Class 03 — SQL Statement Not Yet Complete 03000 sql_statement_not_yet_complete Class 08 — Connection Exception 08000 connection_exception 08003 connection_does_not_exist 08006 connection_failure 08001 sqlclient_unable_to_establish_sqlconnection 08004 sqlserver_rejected_establishment_of_sqlconnection 08007 transaction_resolution_unknown 08P01 protocol_violation Class 09 — Triggered Action Exception 09000 triggered_action_exception Class 0A — Feature Not Supported 0A000 feature_not_supported Class 0B — Invalid Transaction Initiation 0B000 invalid_transaction_initiation Class 0F — Locator Exception 0F000 locator_exception 0F001 invalid_locator_specification Class 0L — Invalid Grantor 0L000 invalid_grantor 0LP01 invalid_grant_operation Class 0P — Invalid Role Specification 0P000 invalid_role_specification Class 0Z — Diagnostics Exception 0Z000 diagnostics_exception 0Z002 stacked_diagnostics_accessed_without_active_handler Class 20 — Case Not Found 20000 case_not_found Class 21 — Cardinality Violation 21000 cardinality_violation Class 22 — Data Exception 22000 data_exception 2202E array_subscript_error 22021 character_not_in_repertoire 22008 datetime_field_overflow 22012 division_by_zero 22005 error_in_assignment 2200B escape_character_conflict 22022 indicator_overflow 22015 interval_field_overflow 2201E invalid_argument_for_logarithm 22014 invalid_argument_for_ntile_function 22016 invalid_argument_for_nth_value_function 2201F invalid_argument_for_power_function 2201G invalid_argument_for_width_bucket_function 22018 invalid_character_value_for_cast 22007 invalid_datetime_format 22019 invalid_escape_character 2200D invalid_escape_octet 22025 invalid_escape_sequence 22P06 nonstandard_use_of_escape_character 22010 invalid_indicator_parameter_value 22023 invalid_parameter_value 22013 invalid_preceding_or_following_size 2201B invalid_regular_expression 2201W invalid_row_count_in_limit_clause 2201X invalid_row_count_in_result_offset_clause 2202H invalid_tablesample_argument 2202G invalid_tablesample_repeat 22009 invalid_time_zone_displacement_value 2200C invalid_use_of_escape_character 2200G most_specific_type_mismatch 22004 null_value_not_allowed 22002 null_value_no_indicator_parameter 22003 numeric_value_out_of_range 2200H sequence_generator_limit_exceeded 22026 string_data_length_mismatch 22001 string_data_right_truncation 22011 substring_error 22027 trim_error 22024 unterminated_c_string 2200F zero_length_character_string 22P01 floating_point_exception 22P02 invalid_text_representation 22P03 invalid_binary_representation 22P04 bad_copy_file_format 22P05 untranslatable_character 2200L not_an_xml_document 2200M invalid_xml_document 2200N invalid_xml_content 2200S invalid_xml_comment 2200T invalid_xml_processing_instruction 22030 duplicate_json_object_key_value 22031 invalid_argument_for_sql_json_datetime_function 22032 invalid_json_text 22033 invalid_sql_json_subscript 22034 more_than_one_sql_json_item 22035 no_sql_json_item 22036 non_numeric_sql_json_item 22037 non_unique_keys_in_a_json_object 22038 singleton_sql_json_item_required 22039 sql_json_array_not_found 2203A sql_json_member_not_found 2203B sql_json_number_not_found 2203C sql_json_object_not_found 2203D too_many_json_array_elements 2203E too_many_json_object_members 2203F sql_json_scalar_required 2203G sql_json_item_cannot_be_cast_to_target_type Class 23 — Integrity Constraint Violation 23000 integrity_constraint_violation 23001 restrict_violation 23502 not_null_violation 23503 foreign_key_violation 23505 unique_violation 23514 check_violation 23P01 exclusion_violation Class 24 — Invalid Cursor State 24000 invalid_cursor_state Class 25 — Invalid Transaction State 25000 invalid_transaction_state 25001 active_sql_transaction 25002 branch_transaction_already_active 25008 held_cursor_requires_same_isolation_level 25003 inappropriate_access_mode_for_branch_transaction 25004 inappropriate_isolation_level_for_branch_transaction 25005 no_active_sql_transaction_for_branch_transaction 25006 read_only_sql_transaction 25007 schema_and_data_statement_mixing_not_supported 25P01 no_active_sql_transaction 25P02 in_failed_sql_transaction 25P03 idle_in_transaction_session_timeout Class 26 — Invalid SQL Statement Name 26000 invalid_sql_statement_name Class 27 — Triggered Data Change Violation 27000 triggered_data_change_violation Class 28 — Invalid Authorization Specification 28000 invalid_authorization_specification 28P01 invalid_password Class 2B — Dependent Privilege Descriptors Still Exist 2B000 dependent_privilege_descriptors_still_exist 2BP01 dependent_objects_still_exist Class 2D — Invalid Transaction Termination 2D000 invalid_transaction_termination Class 2F — SQL Routine Exception 2F000 sql_routine_exception 2F005 function_executed_no_return_statement 2F002 modifying_sql_data_not_permitted 2F003 prohibited_sql_statement_attempted 2F004 reading_sql_data_not_permitted Class 34 — Invalid Cursor Name 34000 invalid_cursor_name Class 38 — External Routine Exception 38000 external_routine_exception 38001 containing_sql_not_permitted 38002 modifying_sql_data_not_permitted 38003 prohibited_sql_statement_attempted 38004 reading_sql_data_not_permitted Class 39 — External Routine Invocation Exception 39000 external_routine_invocation_exception 39001 invalid_sqlstate_returned 39004 null_value_not_allowed 39P01 trigger_protocol_violated 39P02 srf_protocol_violated 39P03 event_trigger_protocol_violated Class 3B — Savepoint Exception 3B000 savepoint_exception 3B001 invalid_savepoint_specification Class 3D — Invalid Catalog Name 3D000 invalid_catalog_name Class 3F — Invalid Schema Name 3F000 invalid_schema_name Class 40 — Transaction Rollback 40000 transaction_rollback 40002 transaction_integrity_constraint_violation 40001 serialization_failure 40003 statement_completion_unknown 40P01 deadlock_detected Class 42 — Syntax Error or Access Rule Violation 42000 syntax_error_or_access_rule_violation 42601 syntax_error 42501 insufficient_privilege 42846 cannot_coerce 42803 grouping_error 42P20 windowing_error 42P19 invalid_recursion 42830 invalid_foreign_key 42602 invalid_name 42622 name_too_long 42939 reserved_name 42804 datatype_mismatch 42P18 indeterminate_datatype 42P21 collation_mismatch 42P22 indeterminate_collation 42809 wrong_object_type 428C9 generated_always 42703 undefined_column 42883 undefined_function 42P01 undefined_table 42P02 undefined_parameter 42704 undefined_object 42701 duplicate_column 42P03 duplicate_cursor 42P04 duplicate_database 42723 duplicate_function 42P05 duplicate_prepared_statement 42P06 duplicate_schema 42P07 duplicate_table 42712 duplicate_alias 42710 duplicate_object 42702 ambiguous_column 42725 ambiguous_function 42P08 ambiguous_parameter 42P09 ambiguous_alias 42P10 invalid_column_reference 42611 invalid_column_definition 42P11 invalid_cursor_definition 42P12 invalid_database_definition 42P13 invalid_function_definition 42P14 invalid_prepared_statement_definition 42P15 invalid_schema_definition 42P16 invalid_table_definition 42P17 invalid_object_definition Class 44 — WITH CHECK OPTION Violation 44000 with_check_option_violation Class 53 — Insufficient Resources 53000 insufficient_resources 53100 disk_full 53200 out_of_memory 53300 too_many_connections 53400 configuration_limit_exceeded Class 54 — Program Limit Exceeded 54000 program_limit_exceeded 54001 statement_too_complex 54011 too_many_columns 54023 too_many_arguments Class 55 — Object Not In Prerequisite State 55000 object_not_in_prerequisite_state 55006 object_in_use 55P02 cant_change_runtime_param 55P03 lock_not_available 55P04 unsafe_new_enum_value_usage Class 57 — Operator Intervention 57000 operator_intervention 57014 query_canceled 57P01 admin_shutdown 57P02 crash_shutdown 57P03 cannot_connect_now 57P04 database_dropped 57P05 idle_session_timeout Class 58 — System Error (errors external to PostgreSQL itself) 58000 system_error 58030 io_error 58P01 undefined_file 58P02 duplicate_file Class 72 — Snapshot Failure 72000 snapshot_too_old Class F0 — Configuration File Error F0000 config_file_error F0001 lock_file_exists Class HV — Foreign Data Wrapper Error (SQL/MED) HV000 fdw_error HV005 fdw_column_name_not_found HV002 fdw_dynamic_parameter_value_needed HV010 fdw_function_sequence_error HV021 fdw_inconsistent_descriptor_information HV024 fdw_invalid_attribute_value HV007 fdw_invalid_column_name HV008 fdw_invalid_column_number HV004 fdw_invalid_data_type HV006 fdw_invalid_data_type_descriptors HV091 fdw_invalid_descriptor_field_identifier HV00B fdw_invalid_handle HV00C fdw_invalid_option_index HV00D fdw_invalid_option_name HV090 fdw_invalid_string_length_or_buffer_length HV00A fdw_invalid_string_format HV009 fdw_invalid_use_of_null_pointer HV014 fdw_too_many_handles HV001 fdw_out_of_memory HV00P fdw_no_schemas HV00J fdw_option_name_not_found HV00K fdw_reply_handle HV00Q fdw_schema_not_found HV00R fdw_table_not_found HV00L fdw_unable_to_create_execution HV00M fdw_unable_to_create_reply HV00N fdw_unable_to_establish_connection Class P0 — PL/pgSQL Error P0000 plpgsql_error P0001 raise_exception P0002 no_data_found P0003 too_many_rows P0004 assert_failure Class XX — Internal Error XX000 internal_error XX001 data_corrupted XX002 index_corrupted"
https://www.postgresql.org/docs/15/notation.html,3. Conventions,"The following conventions are used in the synopsis of a command: brackets ( [ and ] ) indicate optional parts. Braces ( { and } ) and vertical lines ( | ) indicate that you must choose one alternative. Dots ( ... ) mean that the preceding element can be repeated. All other symbols, including parentheses, should be taken literally. Where it enhances the clarity, SQL commands are preceded by the prompt => , and shell commands are preceded by the prompt $ . Normally, prompts are not shown, though. An administrator is generally a person who is in charge of installing and running the server. A user could be anyone who is using, or wants to use, any part of the PostgreSQL system. These terms should not be interpreted too narrowly; this book does not have fixed presumptions about system administration procedures."
https://www.postgresql.org/docs/15/functions.html,Chapter 9. Functions and Operators,"PostgreSQL provides a large number of functions and operators for the built-in data types. This chapter describes most of them, although additional special-purpose functions appear in relevant sections of the manual. Users can also define their own functions and operators, as described in Part V . The psql commands \df and \do can be used to list all available functions and operators, respectively. The notation used throughout this chapter to describe the argument and result data types of a function or operator is like this: repeat ( text , integer ) → text which says that the function repeat takes one text and one integer argument and returns a result of type text. The right arrow is also used to indicate the result of an example, thus: repeat('Pg', 4) → PgPgPgPg If you are concerned about portability then note that most of the functions and operators described in this chapter, with the exception of the most trivial arithmetic and comparison operators and some explicitly marked functions, are not specified by the SQL standard. Some of this extended functionality is present in other SQL database management systems, and in many cases this functionality is compatible and consistent between the various implementations."
https://www.postgresql.org/docs/15/overview.html,Chapter 52. Overview of PostgreSQL Internals,"Author This chapter originated as part of [sim98] Stefan Simkovics' Master's Thesis prepared at Vienna University of Technology under the direction of O.Univ.Prof.Dr. Georg Gottlob and Univ.Ass. Mag. Katrin Seyr. This chapter gives an overview of the internal structure of the backend of PostgreSQL . After having read the following sections you should have an idea of how a query is processed. This chapter is intended to help the reader understand the general sequence of operations that occur within the backend from the point at which a query is received, to the point at which the results are returned to the client."
https://www.postgresql.org/docs/15/color.html,Appendix N. Color Support,Most programs in the PostgreSQL package can produce colorized console output. This appendix describes how that is configured.
https://www.postgresql.org/docs/15/dml.html,Chapter 6. Data Manipulation,"The previous chapter discussed how to create tables and other structures to hold your data. Now it is time to fill the tables with data. This chapter covers how to insert, update, and delete table data. The chapter after this will finally explain how to extract your long-lost data from the database."
https://www.postgresql.org/docs/15/client-authentication.html,Chapter 21. Client Authentication,"When a client application connects to the database server, it specifies which PostgreSQL database user name it wants to connect as, much the same way one logs into a Unix computer as a particular user. Within the SQL environment the active database user name determines access privileges to database objects — see Chapter 22 for more information. Therefore, it is essential to restrict which database users can connect. Note As explained in Chapter 22 , PostgreSQL actually does privilege management in terms of “ roles ” . In this chapter, we consistently use database user to mean “ role with the LOGIN privilege ” . Authentication is the process by which the database server establishes the identity of the client, and by extension determines whether the client application (or the user who runs the client application) is permitted to connect with the database user name that was requested. PostgreSQL offers a number of different client authentication methods. The method used to authenticate a particular client connection can be selected on the basis of (client) host address, database, and user. PostgreSQL database user names are logically separate from user names of the operating system in which the server runs. If all the users of a particular server also have accounts on the server's machine, it makes sense to assign database user names that match their operating system user names. However, a server that accepts remote connections might have many database users who have no local operating system account, and in such cases there need be no connection between database user names and OS user names."
https://www.postgresql.org/docs/15/reference-client.html,No Title,"PostgreSQL Client Applications This part contains reference information for PostgreSQL client applications and utilities. Not all of these commands are of general utility; some might require special privileges. The common feature of these applications is that they can be run on any host, independent of where the database server resides. When specified on the command line, user and database names have their case preserved — the presence of spaces or special characters might require quoting. Table names and other identifiers do not have their case preserved, except where documented, and might require quoting."
https://www.postgresql.org/docs/15/rules.html,Chapter 41. The Rule System,"This chapter discusses the rule system in PostgreSQL . Production rule systems are conceptually simple, but there are many subtle points involved in actually using them. Some other database systems define active database rules, which are usually stored procedures and triggers. In PostgreSQL , these can be implemented using functions and triggers as well. The rule system (more precisely speaking, the query rewrite rule system) is totally different from stored procedures and triggers. It modifies queries to take rules into consideration, and then passes the modified query to the query planner for planning and execution. It is very powerful, and can be used for many things such as query language procedures, views, and versions. The theoretical foundations and the power of this rule system are also discussed in [ston90b] and [ong90] ."
https://www.postgresql.org/docs/15/ddl.html,Chapter 5. Data Definition,"This chapter covers how one creates the database structures that will hold one's data. In a relational database, the raw data is stored in tables, so the majority of this chapter is devoted to explaining how tables are created and modified and what features are available to control what data is stored in the tables. Subsequently, we discuss how tables can be organized into schemas, and how privileges can be assigned to tables. Finally, we will briefly look at other features that affect the data storage, such as inheritance, table partitioning, views, functions, and triggers."
https://www.postgresql.org/docs/15/performance-tips.html,Chapter 14. Performance Tips,"Query performance can be affected by many things. Some of these can be controlled by the user, while others are fundamental to the underlying design of the system. This chapter provides some hints about understanding and tuning PostgreSQL performance."
https://www.postgresql.org/docs/15/catalogs.html,Chapter 53. System Catalogs,"The system catalogs are the place where a relational database management system stores schema metadata, such as information about tables and columns, and internal bookkeeping information. PostgreSQL 's system catalogs are regular tables. You can drop and recreate the tables, add columns, insert and update values, and severely mess up your system that way. Normally, one should not change the system catalogs by hand, there are normally SQL commands to do that. (For example, CREATE DATABASE inserts a row into the pg_database catalog — and actually creates the database on disk.) There are some exceptions for particularly esoteric operations, but many of those have been made available as SQL commands over time, and so the need for direct manipulation of the system catalogs is ever decreasing."
https://www.postgresql.org/docs/15/high-availability.html,"Chapter 27. High Availability, Load Balancing, and Replication","Database servers can work together to allow a second server to take over quickly if the primary server fails (high availability), or to allow several computers to serve the same data (load balancing). Ideally, database servers could work together seamlessly. Web servers serving static web pages can be combined quite easily by merely load-balancing web requests to multiple machines. In fact, read-only database servers can be combined relatively easily too. Unfortunately, most database servers have a read/write mix of requests, and read/write servers are much harder to combine. This is because though read-only data needs to be placed on each server only once, a write to any server has to be propagated to all servers so that future read requests to those servers return consistent results. This synchronization problem is the fundamental difficulty for servers working together. Because there is no single solution that eliminates the impact of the sync problem for all use cases, there are multiple solutions. Each solution addresses this problem in a different way, and minimizes its impact for a specific workload. Some solutions deal with synchronization by allowing only one server to modify the data. Servers that can modify data are called read/write, master or primary servers. Servers that track changes in the primary are called standby or secondary servers. A standby server that cannot be connected to until it is promoted to a primary server is called a warm standby server, and one that can accept connections and serves read-only queries is called a hot standby server. Some solutions are synchronous, meaning that a data-modifying transaction is not considered committed until all servers have committed the transaction. This guarantees that a failover will not lose any data and that all load-balanced servers will return consistent results no matter which server is queried. In contrast, asynchronous solutions allow some delay between the time of a commit and its propagation to the other servers, opening the possibility that some transactions might be lost in the switch to a backup server, and that load balanced servers might return slightly stale results. Asynchronous communication is used when synchronous would be too slow. Solutions can also be categorized by their granularity. Some solutions can deal only with an entire database server, while others allow control at the per-table or per-database level. Performance must be considered in any choice. There is usually a trade-off between functionality and performance. For example, a fully synchronous solution over a slow network might cut performance by more than half, while an asynchronous one might have a minimal performance impact. The remainder of this section outlines various failover, replication, and load balancing solutions."
